fName,lName,country,poll,selectionName,selectionYear,selectionDirector,newName,rating,runtime,genre,language,country
David,Phelps,US,critics,Film Socialisme,2010,Jean-Luc Godard,Film Socialisme,NOT RATED,102,Drama,"French,German,English,Italian,Russian,Spanish","Switzerland,France"
David,Phelps,US,critics,French Cancan,1955,Jean Renoir,French Cancan,NOT RATED,102,"Comedy,Musical,Drama",French,"France,Italy"
David,Phelps,US,critics,Gertrud,1964,Carl Theodor Dreyer,Gertrud,NOT RATED,116,Drama,Danish,Denmark
David,Phelps,US,critics,"Human Pyramid, The",1961,Jean Rouch,The Human Pyramid,N/A,90,Drama,French,"France,C�te d'Ivoire"
David,Phelps,US,critics,Kino Pravda,1922,Dziga Vertov,Kino Pravda,N/A,29,"Documentary,Short,History",Russian,Soviet Union
David,Phelps,US,critics,Out 1,1990,Jacques Rivette,Out 1,N/A,729,Drama,"French,English",France
David,Phelps,US,critics,Presents,1981,Michael Snow,Presents,R,92,Comedy,English,USA
David,Phelps,US,critics,True Heart Susie,1919,D.W. Griffith,True Heart Susie,N/A,87,"Comedy,Drama,Romance",English,USA
David,Pendleton,US,critics,Arnulf Rainer,1960,Peter Kubelka,Arnulf Rainer,N/A,7,Short,N/A,Austria
David,Pendleton,US,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
David,Pendleton,US,critics,Diary of a Country Priest,1951,Robert Bresson,Diary of a Country Priest,APPROVED,95,Drama,French,France
David,Pendleton,US,critics,Journey to Italy,1954,Roberto Rossellini,Journey to Italy,NOT RATED,97,"Drama,Romance","English,Italian","Italy,France"
David,Pendleton,US,critics,Killer of Sheep,1977,Charles Burnett,Killer of Sheep,N/A,83,Drama,English,USA
David,Pendleton,US,critics,M,1931,Fritz Lang,M,NOT RATED,99,"Crime,Drama,Thriller",German,Germany
David,Pendleton,US,critics,Man with a Movie Camera,1929,Dziga Vertov,Man with a Movie Camera,NOT RATED,68,Documentary,N/A,Soviet Union
David,Pendleton,US,critics,Partie de campagne,1936,Jean Renoir,Partie de campagne,N/A,90,Documentary,French,France
David,Pendleton,US,critics,"River, The",1997,Tsai Ming Liang,The River,TV-14,44,"Action,Adventure,Fantasy",English,USA
David,Pendleton,US,critics,Trouble in Paradise,1932,Ernst Lubitsch,Trouble in Paradise,PASSED,83,"Comedy,Crime,Romance","English,Italian,Russian,Spanish,German",USA
David,Mahony,Ireland,critics,2001: A Space Odyssey,1968,Stanley Kubrick,2001: A Space Odyssey,G,160,"Mystery,Sci-Fi","English,Russian","USA,UK"
David,Mahony,Ireland,critics,Andrei Rublev,1966,Andrei Tarkovsky,Andrei Rublev,NOT RATED,205,"Biography,Drama,History","Russian,Italian,Tatar",Soviet Union
David,Mahony,Ireland,critics,Barton Fink,1991,Joel & Ethan Coen,Barton Fink,R,116,"Drama,Mystery",English,"USA,UK"
David,Mahony,Ireland,critics,Dead Ringers,1988,David Cronenberg,Dead Ringers,R,116,"Drama,Horror,Thriller",English,"Canada,USA"
David,Mahony,Ireland,critics,"Godfather: Part II, The",1974,Francis Ford Coppola,The Godfather: Part II,R,200,"Crime,Drama","English,Italian,Spanish,Latin,Sicilian",USA
David,Mahony,Ireland,critics,Goodfellas,1990,Martin Scorsese,Goodfellas,R,146,"Biography,Crime,Drama","English,Italian",USA
David,Mahony,Ireland,critics,Satantango,1994,Bela Tarr,Satantango,N/A,450,"Comedy,Drama",Hungarian,"Hungary,Germany,Switzerland"
David,Mahony,Ireland,critics,There Will Be Blood,2007,Paul Thomas Anderson,There Will Be Blood,R,158,Drama,"English,American Sign Language",USA
David,Mahony,Ireland,critics,Throne of Blood,1957,Akira Kurosawa,Throne of Blood,UNRATED,110,"Action,Drama",Japanese,Japan
David,Mahony,Ireland,critics,Wild Strawberries,1957,Ingmar Bergman,Wild Strawberries,UNRATED,91,Drama,"Swedish,Latin",Sweden
David,Meeker,UK,critics,L'Atalante,1934,Jean Vigo,L'Atalante,NOT RATED,89,"Drama,Romance","French,Russian",France
David,Meeker,UK,critics,"Lady With The Little Dog, The",1960,Josif Kheifits,The Lady with the Dog,N/A,89,"Drama,Romance",Russian,Soviet Union
David,Meeker,UK,critics,Laura,1944,Otto Preminger,Laura,APPROVED,88,"Crime,Drama,Film-Noir",English,USA
David,Meeker,UK,critics,Liebelei,1933,Max Ophuls,Liebelei,N/A,88,"Drama,Romance",German,Germany
David,Meeker,UK,critics,Listen to Britain,1942,Humphrey Jennings/Stewart McAllister,Listen to Britain,N/A,20,"Documentary,Short","English,German",UK
David,Meeker,UK,critics,Love Me Tonight,1932,Rouben Mamoulian,Love Me Tonight,PASSED,104,"Comedy,Musical,Romance",English,USA
David,Meeker,UK,critics,Marnie,1964,Alfred Hitchcock,Marnie,APPROVED,130,"Drama,Thriller",English,USA
David,Meeker,UK,critics,Monsieur Verdoux,1947,Charles Chaplin,Monsieur Verdoux,NOT RATED,124,"Comedy,Crime,Drama",English,USA
David,Meeker,UK,critics,Red River,1947,Howard Hawks/Arthur Rosson,Red River,APPROVED,133,"Action,Adventure,Romance","English,Spanish",USA
David,Meeker,UK,critics,"Vampires, Les",1915,Louis Feuillade,Les Vampires,NOT RATED,399,"Action,Adventure,Crime",French,France
David,Klag,Hungary,critics,24 Hour Party People,2001,Michael Winterbottom,24 Hour Party People,R,117,"Biography,Comedy,Drama",English,UK
David,Klag,Hungary,critics,Annie Hall,1977,Woody Allen,Annie Hall,PG,93,"Comedy,Drama,Romance","English,German",USA
David,Klag,Hungary,critics,Day for Night,1973,Francois Truffaut,Day for Night,PG,115,"Comedy,Drama,Romance","French,English","France,Italy"
David,Klag,Hungary,critics,Days of Heaven,1978,Terrence Malick,Days of Heaven,PG,94,"Drama,Romance","English,Italian",USA
David,Klag,Hungary,critics,Exiled,2006,Johnnie To,Exiled,R,110,"Action,Crime,Thriller",Cantonese,Hong Kong
David,Klag,Hungary,critics,Johnny Guitar,1954,Nicholas Ray,Johnny Guitar,UNRATED,110,"Drama,Western",English,USA
David,Klag,Hungary,critics,"Manchurian Candidate, The",1962,John Frankenheimer,The Manchurian Candidate,R,129,"Drama,Mystery,Sci-Fi",English,USA
David,Klag,Hungary,critics,Metropolis,1927,Fritz Lang,Metropolis,NOT RATED,153,"Drama,Sci-Fi",German,Germany
David,Klag,Hungary,critics,Once Upon a Time in the West,1968,Sergio Leone,Once Upon a Time in the West,PG-13,175,Western,"English,Spanish,Italian","Italy,USA,Spain"
David,Klag,Hungary,critics,Sunset Blvd.,1950,Billy Wilder,Sunset Blvd.,NOT RATED,110,"Drama,Film-Noir",English,USA
David,Jenkins,UK,critics,Andrei Rublev,1966,Andrei Tarkovsky,Andrei Rublev,NOT RATED,205,"Biography,Drama,History","Russian,Italian,Tatar",Soviet Union
David,Jenkins,UK,critics,My Darling Clementine,1946,John Ford,My Darling Clementine,APPROVED,97,"Drama,Western","English,Spanish",USA
David,Jenkins,UK,critics,"demoiselles de Rochefort, Les",1967,Jacques Demy,The Young Girls of Rochefort,G,125,"Comedy,Drama,Musical","French,English",France
David,Jenkins,UK,critics,"Green Ray, The",1986,Eric Rohmer,Summer,R,98,"Drama,Romance",French,France
David,Jenkins,UK,critics,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles",NOT RATED,201,Drama,French,"Belgium,France"
David,Jenkins,UK,critics,Playtime,1967,Jacques Tati,Playtime,NOT RATED,115,Comedy,"French,English,German","France,Italy"
David,Jenkins,UK,critics,"Shop Around the Corner, The",1940,Ernst Lubitsch,The Shop Around the Corner,PASSED,99,"Comedy,Drama,Romance",English,USA
David,Jenkins,UK,critics,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
David,Jenkins,UK,critics,"Tree of Life, The",2010,Terrence Malick,The Tree of Life,PG-13,139,"Drama,Fantasy",English,USA
David,Jenkins,UK,critics,Wanda,1970,Barbara Loden,Wanda,GP,102,"Crime,Drama",English,USA
David,Hudson,US/Germany,critics,Barry Lyndon,1975,Stanley Kubrick,Barry Lyndon,PG,184,"Adventure,Drama,History","English,German,French","UK,USA,Ireland"
David,Hudson,US/Germany,critics,Berlin Alexanderplatz,1980,Rainer Werner Fassbinder,Berlin Alexanderplatz,NOT RATED,910,Drama,German,"West Germany,Italy"
David,Hudson,US/Germany,critics,La Jetee,1962,Chris Marker,La Jetee,NOT RATED,28,"Short,Drama,Romance","French,German",France
David,Hudson,US/Germany,critics,M,1931,Fritz Lang,M,NOT RATED,99,"Crime,Drama,Thriller",German,Germany
David,Hudson,US/Germany,critics,Playtime,1967,Jacques Tati,Playtime,NOT RATED,115,Comedy,"French,English,German","France,Italy"
David,Hudson,US/Germany,critics,La Regle du jeu,1939,Jean Renoir,La Regle du jeu,N/A,26,Documentary,French,France
David,Hudson,US/Germany,critics,Sunrise,1927,F. W. Murnau,Sunrise,NOT RATED,94,"Drama,Romance",N/A,USA
David,Hudson,US/Germany,critics,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
David,Hudson,US/Germany,critics,"Turin Horse, The",,Bela Tarr,The Turin Horse,NOT RATED,146,Drama,"Hungarian,German","Hungary,France,Germany,Switzerland,USA"
David,Hudson,US/Germany,critics,"Wire, The",,David Simon,The Wire,TV-MA,55,"Crime,Drama,Thriller","English,Greek,Mandarin,Spanish",USA
David,Gritten,UK,critics,"Battle of Algiers, The",1966,Gillo Pontecorvo,The Battle of Algiers,NOT RATED,121,"Drama,History,War","French,Arabic,English","Italy,Algeria"
David,Gritten,UK,critics,Breathless,1960,Jean-Luc Godard,Breathless,UNRATED,90,"Crime,Drama,Romance","French,English",France
David,Gritten,UK,critics,"Conformist, The",1970,Bernardo Bertolucci,The Conformist,R,111,Drama,"Italian,French,Latin,Chinese","Italy,France,West Germany"
David,Gritten,UK,critics,"Godfather: Part I, The",1972,Francis Ford Coppola,The Godfather,R,175,"Crime,Drama","English,Italian,Latin",USA
David,Gritten,UK,critics,North by Northwest,1959,Alfred Hitchcock,North by Northwest,APPROVED,136,"Adventure,Mystery,Thriller",English,USA
David,Gritten,UK,critics,"Searchers, The",1956,John Ford,The Searchers,APPROVED,119,"Adventure,Drama,Western","English,Navajo,Spanish",USA
David,Gritten,UK,critics,Singin' in the Rain,1951,Stanley Donen/Gene Kelly,Singin' in the Rain,APPROVED,103,"Comedy,Musical,Romance",English,USA
David,Gritten,UK,critics,Taxi Driver,1976,Martin Scorsese,Taxi Driver,R,113,"Crime,Drama","English,Spanish",USA
David,Gritten,UK,critics,There Will Be Blood,2007,Paul Thomas Anderson,There Will Be Blood,R,158,Drama,"English,American Sign Language",USA
David,Gritten,UK,critics,"Third Man, The",1949,Carol Reed,The Third Man,NOT RATED,93,"Film-Noir,Mystery,Thriller","English,German,Russian",UK
David,Forgacs,UK,critics,L'Atalante,1934,Jean Vigo,L'Atalante,NOT RATED,89,"Drama,Romance","French,Russian",France
David,Forgacs,UK,critics,"Battle of Algiers, The",1966,Gillo Pontecorvo,The Battle of Algiers,NOT RATED,121,"Drama,History,War","French,Arabic,English","Italy,Algeria"
David,Forgacs,UK,critics,Blue Velvet,1986,David Lynch,Blue Velvet,R,120,"Crime,Drama,Mystery",English,USA
David,Forgacs,UK,critics,L'eclisse,1962,Michelangelo Antonioni,L'eclisse,NOT RATED,126,Drama,"Italian,English","Italy,France"
David,Forgacs,UK,critics,La Regle du jeu,1939,Jean Renoir,La Regle du jeu,N/A,26,Documentary,French,France
David,Forgacs,UK,critics,"Rise to Power of Louis XIV, The",1966,Roberto Rossellini,The Rise of Louis XIV,G,90,"Biography,History","French,Latin",France
David,Forgacs,UK,critics,"Strike, The",1925,Sergei M Eisenstein,The Strike,N/A,77,N/A,Czech,Czechoslovakia
David,Forgacs,UK,critics,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
David,Forgacs,UK,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
David,Forgacs,UK,critics,Wild Strawberries,1957,Ingmar Bergman,Wild Strawberries,UNRATED,91,Drama,"Swedish,Latin",Sweden
David,Flint,UK,critics,Apocalypse Now,1979,Francis Ford Coppola,Apocalypse Now,R,153,"Drama,War","English,French,Vietnamese,Khmer",USA
David,Flint,UK,critics,"Exterminating Angel, The",1962,Luis Bunuel,The Exterminating Angel,UNRATED,95,"Comedy,Drama,Fantasy",Spanish,Mexico
David,Flint,UK,critics,"Faster, Pussycat! Kill! Kill!",1966,Russ Meyer,"Faster, Pussycat! Kill! Kill!",TV-14,83,"Action,Comedy",English,USA
David,Flint,UK,critics,"Killing of America, The",1982,Sheldon Renan/Leonard Schrader,The Killing of America,N/A,90,"Documentary,Crime",English,"USA,Japan"
David,Flint,UK,critics,Last Year At Marienbad,1961,Alain Resnais,Last Year At Marienbad,NOT RATED,94,Drama,French,"France,Italy"
David,Flint,UK,critics,"mepris, Le",1963,Jean-Luc Godard,Contempt,NOT RATED,102,Drama,"French,English,German,Italian","France,Italy"
David,Flint,UK,critics,"Paris, Texas",1984,Wim Wenders,"Paris, Texas",R,147,Drama,English,"West Germany,France,UK"
David,Flint,UK,critics,"Texas Chainsaw Massacre, The",1974,Tobe Hooper,The Texas Chainsaw Massacre,R,98,Horror,English,USA
David,Flint,UK,critics,Valerie and her Week of Wonders,1970,Jaromil Jires,Valerie and her Week of Wonders,NOT RATED,73,"Adventure,Drama,Fantasy",Czech,Czechoslovakia
David,Flint,UK,critics,Woman of the Dunes,1964,Teshigahara Hiroshi,Woman in the Dunes,NOT RATED,123,"Drama,Thriller",Japanese,Japan
David,Filipi,US,critics,Au Hasard Balthazar,1966,Robert Bresson,Au Hasard Balthazar,NOT RATED,95,Drama,"French,Latin","France,Sweden"
David,Filipi,US,critics,"Best Years of Our Lives, The",1946,William Wyler,The Best Years of Our Lives,PASSED,172,"Drama,Romance,War",English,USA
David,Filipi,US,critics,Close-Up,1989,Abbas Kiarostami,Close-Up,NOT RATED,98,Drama,"Persian,Azerbaijani",Iran
David,Filipi,US,critics,Dazed and Confused,1993,Richard Linklater,Dazed and Confused,R,102,Comedy,English,USA
David,Filipi,US,critics,La Jetee,1962,Chris Marker,La Jetee,NOT RATED,28,"Short,Drama,Romance","French,German",France
David,Filipi,US,critics,Lawrence of Arabia,1962,David Lean,Lawrence of Arabia,PG,216,"Adventure,Biography,Drama","English,Arabic,Turkish",UK
David,Filipi,US,critics,Napoleon,1927,Abel Gance,Napoleon,N/A,240,"Biography,Drama,History",N/A,France
David,Filipi,US,critics,Psycho,1960,Alfred Hitchcock,Psycho,R,109,"Horror,Mystery,Thriller",English,USA
David,Filipi,US,critics,Safe,1994,Todd Haynes,Safe,R,94,"Action,Crime,Thriller","English,Mandarin,Russian",USA
David,Filipi,US,critics,Sunset Blvd.,1950,Billy Wilder,Sunset Blvd.,NOT RATED,110,"Drama,Film-Noir",English,USA
David,James,UK/US,critics,"City of Sadness, A",1989,Hsiao-hsien Hou,A City of Sadness,N/A,157,"Drama,History","Mandarin,Min Nan,Japanese,Cantonese","Hong Kong,Taiwan"
David,James,UK/US,critics,Dog Star Man,1964,Stan Brakhage,Dog Star Man,N/A,30,Short,English,USA
David,James,UK/US,critics,Man with a Movie Camera,1929,Dziga Vertov,Man with a Movie Camera,NOT RATED,68,Documentary,N/A,Soviet Union
David,James,UK/US,critics,Meshes of the Afternoon,1943,Maya Deren/Alexander Hammid,Meshes of the Afternoon,N/A,14,Short,N/A,USA
David,James,UK/US,critics,Satantango,1994,Bela Tarr,Satantango,N/A,450,"Comedy,Drama",Hungarian,"Hungary,Germany,Switzerland"
David,James,UK/US,critics,Seopyeonje,1993,Im Kwon-taek ,Sopyonje,N/A,112,"Musical,Drama",Korean,South Korea
David,James,UK/US,critics,Two Stage Sisters,1964,Xie Jin,Two Stage Sisters,N/A,112,Drama,Mandarin,China
David,James,UK/US,critics,Ugetsu Monogatari,1953,Mizoguchi Kenji,Ugetsu,APPROVED,96,"Drama,Fantasy,Mystery",Japanese,Japan
David,James,UK/US,critics,Zorns Lemma,1970,Hollis Frampton,Zorns Lemma,NOT RATED,60,Documentary,English,USA
David,Denby,US,critics,L'Avventura,1960,Michelangelo Antonioni,L'Avventura,NOT RATED,143,"Drama,Mystery","Italian,English","Italy,France"
David,Denby,US,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
David,Denby,US,critics,"Godfather: Part II, The",1974,Francis Ford Coppola,The Godfather: Part II,R,200,"Crime,Drama","English,Italian,Spanish,Latin,Sicilian",USA
David,Denby,US,critics,Journey to Italy,1954,Roberto Rossellini,Journey to Italy,NOT RATED,97,"Drama,Romance","English,Italian","Italy,France"
David,Denby,US,critics,"Life of Oharu, The",1952,Mizoguchi Kenji,The Life of Oharu,NOT RATED,133,Drama,Japanese,Japan
David,Denby,US,critics,La Regle du jeu,1939,Jean Renoir,La Regle du jeu,N/A,26,Documentary,French,France
David,Denby,US,critics,Seven Samurai,1954,Akira Kurosawa,Seven Samurai,UNRATED,207,Drama,Japanese,Japan
David,Denby,US,critics,Sunrise,1927,F. W. Murnau,Sunrise,NOT RATED,94,"Drama,Romance",N/A,USA
David,Denby,US,critics,"Tree of Life, The",2010,Terrence Malick,The Tree of Life,PG-13,139,"Drama,Fantasy",English,USA
David,Denby,US,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
David,Curtis,UK,critics,2 into 1,,Gillian Wearing,2 into 1,N/A,10,Short,N/A,UK
David,Curtis,UK,critics,Assumption,1997,Peter Gidal,Assumption,N/A,16,Short,English,USA
David,Curtis,UK,critics,Bliss,1967,Gregory J. Markopoulos,Bliss,N/A,105,Drama,Turkish,"Turkey,Greece"
David,Curtis,UK,critics,Dimensions of Dialogue,1982,Jan Svankmajer,Dimensions of Dialogue,N/A,12,"Animation,Short,Comedy",Czech,Czechoslovakia
David,Curtis,UK,critics,Mothlight,1963,Stan Brakhage,Mothlight,N/A,4,Short,N/A,USA
David,Curtis,UK,critics,Place of Work & Tailpiece,1976,Margaret Tait,Place of Work & Tailpiece,N/A,32,"Documentary,Short",English,UK
David,Curtis,UK,critics,Reel Time,,Annabel Nicolson,Reel Time,N/A,UNKNOWN,Documentary,Filipino,Philippines
David,Curtis,UK,critics,Screen Tests,1965,Andy Warhol,Screen Tests,N/A,UNKNOWN,Documentary,English,USA
David,Curtis,UK,critics,Short Film Series,,Guy Sherwin,Short Film Series,N/A,UNKNOWN,"Short,Drama",English,USA
David,Curtis,UK,critics,Trade Tattoo,1937,Len Lye,Trade Tattoo,N/A,5,"Short,Animation,Drama",N/A,UK
David,Cox,UK,critics,2001: A Space Odyssey,1968,Stanley Kubrick,2001: A Space Odyssey,G,160,"Mystery,Sci-Fi","English,Russian","USA,UK"
David,Cox,UK,critics,E.T.,1982,Steven Spielberg,E.T.,PG,115,"Family,Sci-Fi",English,USA
David,Cox,UK,critics,Late Spring,1949,Ozu Yasujiro,Late Spring,NOT RATED,108,Drama,Japanese,Japan
David,Cox,UK,critics,Mirror,1974,Andrei Tarkovsky,Mirror,N/A,87,"Horror,Crime,Mystery",N/A,Hong Kong
David,Cox,UK,critics,Only Angels Have Wings,1939,Howard Hawks,Only Angels Have Wings,APPROVED,121,"Adventure,Drama","English,Spanish",USA
David,Cox,UK,critics,Passion of Joan of Arc,1927,Carl Theodor Dreyer,Passion of Joan of Arc,NOT RATED,114,"Biography,Drama,History",French,France
David,Cox,UK,critics,Psycho,1960,Alfred Hitchcock,Psycho,R,109,"Horror,Mystery,Thriller",English,USA
David,Cox,UK,critics,Sunrise,1927,F. W. Murnau,Sunrise,NOT RATED,94,"Drama,Romance",N/A,USA
David,Cox,UK,critics,Taxi Driver,1976,Martin Scorsese,Taxi Driver,R,113,"Crime,Drama","English,Spanish",USA
David,Cox,UK,critics,Winter Light,1962,Ingmar Bergman,Winter Light,NOT RATED,81,Drama,Swedish,Sweden
Dave,Kehr,US,critics,"Big Trail, The",1930,Raoul Walsh,The Big Trail,PASSED,158,"Adventure,Western,Romance",English,USA
Dave,Kehr,US,critics,"Docks of New York, The",1928,Josef von Sternberg,The Docks of New York,NOT RATED,76,"Crime,Drama,Romance",English,USA
Dave,Kehr,US,critics,Intolerance,1916,D.W. Griffith,Intolerance,N/A,11,"Animation,Comedy,Sci-Fi",English,UK
Dave,Kehr,US,critics,Journey to Italy,1954,Roberto Rossellini,Journey to Italy,NOT RATED,97,"Drama,Romance","English,Italian","Italy,France"
Dave,Kehr,US,critics,Make Way for Tomorrow,1937,Leo McCarey,Make Way for Tomorrow,PASSED,91,"Drama,Romance",English,USA
Dave,Kehr,US,critics,"mepris, Le",1963,Jean-Luc Godard,Contempt,NOT RATED,102,Drama,"French,English,German,Italian","France,Italy"
Dave,Kehr,US,critics,Playtime,1967,Jacques Tati,Playtime,NOT RATED,115,Comedy,"French,English,German","France,Italy"
Dave,Kehr,US,critics,Sansho Dayu,1954,Mizoguchi Kenji,Sansho the Bailiff,NOT RATED,124,Drama,Japanese,Japan
Dave,Kehr,US,critics,"Searchers, The",1956,John Ford,The Searchers,APPROVED,119,"Adventure,Drama,Western","English,Navajo,Spanish",USA
Dave,Kehr,US,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
Dave,Calhoun,UK,critics,"Distant Voices, Still Lives",1988,Terence Davies,"Distant Voices, Still Lives",PG-13,85,Drama,English,"UK,West Germany"
Dave,Calhoun,UK,critics,Hidden,2004,Michael Haneke,Hidden,R,95,"Horror,Thriller","Norwegian,Swedish",Norway
Dave,Calhoun,UK,critics,"Life and Death of Colonel Blimp, The",1943,Michael Powell/Emeric Pressburger,The Life and Death of Colonel Blimp,PASSED,163,"Drama,Romance,War","English,French,German",UK
Dave,Calhoun,UK,critics,Mulholland Dr,2003,David Lynch,Mulholland Dr,N/A,88,"Drama,Mystery,Romance",English,USA
